hgnc_id	entrez_id	ensembl_gene_id	location_sortable	symbol	name	gene_family	pubmed_id
HGNC:3279	8663	ENSG00000184110	16p11.2	EIF3C	eukaryotic translation initiation factor 3 subunit C	Eukaryotic translation initiation factor 3	8995409
HGNC:26347	728689	ENSG00000205609	16p12.1	EIF3CL	eukaryotic translation initiation factor 3 subunit C-like		
HGNC:3278	8664	ENSG00000100353	22q12.3	EIF3D	eukaryotic translation initiation factor 3 subunit D	Eukaryotic translation initiation factor 3	9341143
HGNC:3277	3646	ENSG00000104408	08q23.1	EIF3E	eukaryotic translation initiation factor 3 subunit E	Eukaryotic translation initiation factor 3	9403073|9295280
HGNC:3275	8665	ENSG00000175390	11p15.4	EIF3F	eukaryotic translation initiation factor 3 subunit F	Eukaryotic translation initiation factor 3	9341143
HGNC:3274	8666	ENSG00000130811	19p13.2	EIF3G	eukaryotic translation initiation factor 3 subunit G	RNA binding motif containing|Eukaryotic translation initiation factor 3	9822659
HGNC:3273	8667	ENSG00000147677	08q23.3-q24.11	EIF3H	eukaryotic translation initiation factor 3 subunit H	Eukaryotic translation initiation factor 3	9341143
HGNC:3272	8668	ENSG00000084623	01p35.2	EIF3I	eukaryotic translation initiation factor 3 subunit I	WD repeat domain containing|Eukaryotic translation initiation factor 3	7566156|8995409
HGNC:3270	8669	ENSG00000104131	15q21.1	EIF3J	eukaryotic translation initiation factor 3 subunit J	Eukaryotic translation initiation factor 3	9822659
HGNC:24656	27335	ENSG00000178982	19q13.2	EIF3K	eukaryotic translation initiation factor 3 subunit K	Eukaryotic translation initiation factor 3	11042152|14519125
HGNC:18138	51386	ENSG00000100129	22q13.1	EIF3L	eukaryotic translation initiation factor 3 subunit L	Eukaryotic translation initiation factor 3	11042152|11590142
HGNC:24460	10480	ENSG00000149100	11p13	EIF3M	eukaryotic translation initiation factor 3 subunit M	Eukaryotic translation initiation factor 3	15919898|15919899
HGNC:3282	1973	ENSG00000161960	17p13.1	EIF4A1	eukaryotic translation initiation factor 4A1	DEAD-box helicases	8493113|9790779
HGNC:3284	1974	ENSG00000156976	03q27.3	EIF4A2	eukaryotic translation initiation factor 4A2	DEAD-box helicases	8521730
HGNC:18683	9775	ENSG00000141543	17q25.3	EIF4A3	eukaryotic translation initiation factor 4A3	DEAD-box helicases|Exon junction complex	10623621|14730019
HGNC:3285	1975	ENSG00000063046	12q13.13	EIF4B	eukaryotic translation initiation factor 4B	RNA binding motif containing	
HGNC:3287	1977	ENSG00000151247	04q23	EIF4E	eukaryotic translation initiation factor 4E		9330633|1916814
HGNC:33179	253314	ENSG00000175766	05q35.2	EIF4E1B	eukaryotic translation initiation factor 4E family member 1B		16191198
HGNC:3293	9470	ENSG00000135930	02q37.1	EIF4E2	eukaryotic translation initiation factor 4E family member 2		9653160|9582349
HGNC:31837	317649	ENSG00000163412	03p13	EIF4E3	eukaryotic translation initiation factor 4E family member 3		15153109
HGNC:3288	1978	ENSG00000187840	08p11.23	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1		7935836
HGNC:3289	1979	ENSG00000148730	10q22.1	EIF4EBP2	eukaryotic translation initiation factor 4E binding protein 2		7935836|8975712
HGNC:3290	8637	ENSG00000243056	05q31.3	EIF4EBP3	eukaryotic translation initiation factor 4E binding protein 3		9593750
HGNC:16687	56478	ENSG00000184708	22q12.2	EIF4ENIF1	eukaryotic translation initiation factor 4E nuclear import factor 1		10856257
HGNC:3296	1981	ENSG00000114867	03q27.1	EIF4G1	eukaryotic translation initiation factor 4 gamma 1	Parkinson disease associated genes	1429670|9372926|21907011
HGNC:3297	1982	ENSG00000110321	11p15.4	EIF4G2	eukaryotic translation initiation factor 4 gamma 2		9030685|9032289
HGNC:3298	8672	ENSG00000075151	01p36.12	EIF4G3	eukaryotic translation initiation factor 4 gamma 3		9418880
HGNC:12741	7458	ENSG00000106682	07q11.23	EIF4H	eukaryotic translation initiation factor 4H	RNA binding motif containing	9516461|15078951
HGNC:3299	1983	ENSG00000100664	14q32.32	EIF5	eukaryotic translation initiation factor 5		8663286
HGNC:3300	1984	ENSG00000132507	17p13.1	EIF5A	eukaryotic translation initiation factor 5A		7759117
HGNC:3301	56648	ENSG00000163577	03q26.2	EIF5A2	eukaryotic translation initiation factor 5A2		
HGNC:17419	143244	ENSG00000253626	10q22.3	EIF5AL1	eukaryotic translation initiation factor 5A-like 1		
HGNC:30793	9669	ENSG00000158417	02q11.2	EIF5B	eukaryotic translation initiation factor 5B		10200264|10432305
HGNC:6159	3692	ENSG00000242372	20q11.22	EIF6	eukaryotic translation initiation factor 6		9374518|9740680
HGNC:14197	55520	ENSG00000141642	18q21.2	ELAC1	elaC ribonuclease Z 1		12711671|21559454
HGNC:14198	60528	ENSG00000006744	17p12	ELAC2	elaC ribonuclease Z 2		10986046|16636667|21559454
HGNC:3309	1991	ENSG00000197561	19p13.3	ELANE	"elastase, neutrophil expressed"		2902087
HGNC:3312	1994	ENSG00000066044	19p13.2	ELAVL1	ELAV like RNA binding protein 1	RNA binding motif containing	8626503|9003489
HGNC:3313	1993	ENSG00000107105	09p21.3	ELAVL2	ELAV like RNA binding protein 2	RNA binding motif containing	8812435
HGNC:3314	1995	ENSG00000196361	19p13.2	ELAVL3	ELAV like RNA binding protein 3	RNA binding motif containing	9799595
HGNC:3315	1996	ENSG00000162374	01p33-p32.3	ELAVL4	ELAV like RNA binding protein 4	RNA binding motif containing	8222755
HGNC:3316	1997	ENSG00000120690	13q14.11	ELF1	E74 like ETS transcription factor 1	ETS transcription factor family	1545787
HGNC:3317	1998	ENSG00000109381	04q31.1	ELF2	E74 like ETS transcription factor 2	ETS transcription factor family	8756667
HGNC:3318	1999	ENSG00000163435	01q32.1	ELF3	E74 like ETS transcription factor 3	ETS transcription factor family	9395241|9129154
HGNC:3319	2000	ENSG00000102034	Xq26.1	ELF4	E74 like ETS transcription factor 4	ETS transcription factor family	8895518
HGNC:3320	2001	ENSG00000135374	11p13	ELF5	E74 like ETS transcription factor 5	ETS transcription factor family	9840936
HGNC:33154	392617	ENSG00000225968	07p22.3	ELFN1	extracellular leucine rich repeat and fibronectin type III domain containing 1	Fibronectin type III domain containing|Protein phosphatase 1 regulatory subunits	17868438
HGNC:29396	114794	ENSG00000166897	22q13.1	ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2	Fibronectin type III domain containing|Protein phosphatase 1 regulatory subunits	17868438
HGNC:3321	2002	ENSG00000126767	Xp11.23	ELK1	"ELK1, ETS transcription factor"	ETS transcription factor family	2539641
HGNC:3325	2004	ENSG00000111145	12q23.1	ELK3	"ELK3, ETS transcription factor"	ETS transcription factor family	7851904
HGNC:3326	2005	ENSG00000158711	01q32.1	ELK4	"ELK4, ETS transcription factor"	ETS transcription factor family	7851904|8575773
HGNC:23114	8178	ENSG00000105656	19p13.11	ELL	elongation factor for RNA polymerase II	Protein phosphatase 1 regulatory subunits|Super elongation complex	7991593|8596958
HGNC:17064	22936	ENSG00000118985	05q15	ELL2	elongation factor for RNA polymerase II 2	Super elongation complex	9108030
HGNC:23113	80237	ENSG00000128886	15q15.3	ELL3	elongation factor for RNA polymerase II 3	Super elongation complex	10882741
HGNC:16286	9844	ENSG00000155849	07p14.2-p14.1	ELMO1	engulfment and cell motility 1	Engulfment and cell motility proteins	11595183
HGNC:17233	63916	ENSG00000062598	20q13.12	ELMO2	engulfment and cell motility 2	Engulfment and cell motility proteins	11595183
HGNC:17289	79767	ENSG00000102890	16q22.1	ELMO3	engulfment and cell motility 3	Engulfment and cell motility proteins	11595183
HGNC:25334	55531	ENSG00000110675	11q22.3	ELMOD1	ELMO domain containing 1		12477932
HGNC:28111	255520	ENSG00000179387	04q31.1	ELMOD2	ELMO domain containing 2		16773575
HGNC:26158	84173	ENSG00000115459	02p11.2	ELMOD3	ELMO domain containing 3	RNA binding motif containing	24039609
HGNC:19853	91748	ENSG00000156030	14q24.3	ELMSAN1	ELM2 and Myb/SANT domain containing 1	Myb/SANT domain containing	
HGNC:3327	2006	ENSG00000049540	07q11.23	ELN	elastin		8096434
HGNC:28691	84337	ENSG00000130165	19p13.2	ELOF1	elongation factor 1 homolog		12477932
HGNC:14418	64834	ENSG00000066322	01p34.2	ELOVL1	ELOVL fatty acid elongase 1		
HGNC:14416	54898	ENSG00000197977	06p24.2	ELOVL2	ELOVL fatty acid elongase 2		12371743|16564093
HGNC:18047	83401	ENSG00000119915	10q24.32	ELOVL3	ELOVL fatty acid elongase 3		
HGNC:14415	6785	ENSG00000118402	06q14.1	ELOVL4	ELOVL fatty acid elongase 4		11138005|24566826
HGNC:21308	60481	ENSG00000012660	06p12.1	ELOVL5	ELOVL fatty acid elongase 5		10970790|25065913
HGNC:15829	79071	ENSG00000170522	04q25	ELOVL6	ELOVL fatty acid elongase 6		11567032
HGNC:26292	79993	ENSG00000164181	05q12.1	ELOVL7	ELOVL fatty acid elongase 7		19826053
HGNC:18248	55250	ENSG00000134759	18q12.2	ELP2	elongator acetyltransferase complex subunit 2	WD repeat domain containing|Elongator acetyltransferase complex 	11714725|10954736
HGNC:20696	55140	ENSG00000134014	08p21.1	ELP3	elongator acetyltransferase complex subunit 3	Lysine acetyltransferases|Elongator acetyltransferase complex |GCN5 related N-acetyltransferases	11714725
HGNC:1171	26610	ENSG00000109911	11p13	ELP4	elongator acetyltransferase complex subunit 4	Elongator acetyltransferase complex 	11889558|11435442
HGNC:30617	23587	ENSG00000170291	17p13.1	ELP5	elongator acetyltransferase complex subunit 5	Elongator acetyltransferase complex 	22854966
HGNC:25976	54859	ENSG00000163832	03p21.31	ELP6	elongator acetyltransferase complex subunit 6	Elongator acetyltransferase complex 	22854966
HGNC:14417	64100	ENSG00000169393	19q13.33	ELSPBP1	epididymal sperm binding protein 1		
HGNC:30465	133418	ENSG00000170571	05q11.1	EMB	embigin	I-set domain containing|Immunoglobulin like domain containing	9438341
HGNC:28957	23065	ENSG00000127463	01p36.13	EMC1	ER membrane protein complex subunit 1		22119785
HGNC:28963	9694	ENSG00000104412	08q23.1	EMC2	ER membrane protein complex subunit 2	Tetratricopeptide repeat domain containing	7788527|22119785
HGNC:23999	55831	ENSG00000125037	03p25.3	EMC3	ER membrane protein complex subunit 3		19797678|22119785
HGNC:28032	51234	ENSG00000128463	15q14	EMC4	ER membrane protein complex subunit 4		18586032|22119785
HGNC:28430	83460	ENSG00000127774	17p13.2	EMC6	ER membrane protein complex subunit 6		22119785
HGNC:24301	56851	ENSG00000134153	15q14	EMC7	ER membrane protein complex subunit 7		10873569|22119785
HGNC:7864	10328	ENSG00000131148	16q24.1	EMC8	ER membrane protein complex subunit 8		10337626|22119785
HGNC:20273	51016	ENSG00000100908	14q12	EMC9	ER membrane protein complex subunit 9		22119785
HGNC:27609	284361	ENSG00000161671	19q13.33	EMC10	ER membrane protein complex subunit 10		12975309|22119785
HGNC:16041	51705	ENSG00000164035	04q24	EMCN	endomucin	Mucins	11418125|11594763
HGNC:3331	2010	ENSG00000102119	Xq28	EMD	emerin	LEM domain containing	
HGNC:24965	146956	ENSG00000154920	17q21.33	EME1	essential meiotic structure-specific endonuclease 1		12721304
HGNC:27289	197342	ENSG00000197774	16p13.3	EME2	essential meiotic structure-specific endonuclease subunit 2		12721304
HGNC:16912	10436	ENSG00000268439	12p13.31	EMG1	"EMG1, N1-specific pseudouridine methyltransferase"	SPOUT methyltranferase domain containing	9074930|11935223|19463982
HGNC:18036	129080	ENSG00000186998	22q12.2	EMID1	EMI domain containing 1	EMI domain containing	12221002
HGNC:19880	11117	ENSG00000138080	02p23.3	EMILIN1	elastin microfibril interfacer 1	EMI domain containing	
HGNC:19881	84034	ENSG00000132205	18p11.32-p11.31	EMILIN2	elastin microfibril interfacer 2	EMI domain containing	
HGNC:16123	90187	ENSG00000183798	20q12	EMILIN3	elastin microfibril interfacer 3	EMI domain containing	12221002
HGNC:3330	2009	ENSG00000066629	14q32.2	EML1	echinoderm microtubule associated protein like 1	WD repeat domain containing	9226380|10521658
HGNC:18035	24139	ENSG00000125746	19q13.32	EML2	echinoderm microtubule associated protein like 2	WD repeat domain containing	11694528|10521658
HGNC:26666	256364	ENSG00000149499	11q12.3	EML3	echinoderm microtubule associated protein like 3	WD repeat domain containing	15225882|14744259
HGNC:1316	27436	ENSG00000143924	02p21	EML4	echinoderm microtubule associated protein like 4	WD repeat domain containing	
HGNC:18197	161436	ENSG00000165521	14q31.3	EML5	echinoderm microtubule associated protein like 5	WD repeat domain containing	
HGNC:35412	400954	ENSG00000214595	02p16.1	EML6	echinoderm microtubule associated protein like 6	WD repeat domain containing	
HGNC:3333	2012	ENSG00000134531	12p13.1	EMP1	epithelial membrane protein 1		8996089|9126480
HGNC:3334	2013	ENSG00000213853	16p13.13	EMP2	epithelial membrane protein 2		8996089|10331954|16216233
HGNC:3335	2014	ENSG00000142227	19q13.33	EMP3	epithelial membrane protein 3		8996089|10331954
HGNC:18071	56946	ENSG00000158636	11q13.5	EMSY	"EMSY, BRCA2 interacting transcriptional repressor"	EMSY complex	14651845|22315412
HGNC:3340	2016	ENSG00000135638	02p13.2	EMX1	empty spiracles homeobox 1	NKL subclass homeoboxes and pseudogenes	7959790
HGNC:3341	2018	ENSG00000170370	10q26.11	EMX2	empty spiracles homeobox 2	NKL subclass homeoboxes and pseudogenes	7959790
HGNC:3342	2019	ENSG00000163064	02q14.2	EN1	engrailed homeobox 1	NKL subclass homeoboxes and pseudogenes	8094370
HGNC:3343	2020	ENSG00000164778	07q36.3	EN2	engrailed homeobox 2	NKL subclass homeoboxes and pseudogenes	
HGNC:18271	55740	ENSG00000154380	01q42.12	ENAH	enabled homolog (Drosophila)	ENAH/VASPs	1420303|16494957
HGNC:3344	10117	ENSG00000132464	04q13.3	ENAM	enamelin		11978766
HGNC:3345	8507	ENSG00000171617	05q13.3	ENC1	ectodermal-neural cortex 1	Kelch like|BTB domain containing	9305847|9566959
HGNC:29129	23052	ENSG00000149218	11q21	ENDOD1	endonuclease domain containing 1		10048485
HGNC:3346	2021	ENSG00000167136	09q34.11	ENDOG	endonuclease G		7789991
HGNC:14369	8909	ENSG00000111405	12q13.11	ENDOU	"endonuclease, poly(U) specific"	"Proteases, serine"	2350438|1710108|15755742|18936097
HGNC:26640	284131	ENSG00000173818	17q25.3	ENDOV	endonuclease V		12853604
HGNC:3349	2022	ENSG00000106991	09q34.11	ENG	endoglin	CD molecules	8404038|10548503
HGNC:24622	64772	ENSG00000167280	17q25.3	ENGASE	endo-beta-N-acetylglucosaminidase		12114544|18586680
HGNC:24838	375704	ENSG00000168913	09p13.3	ENHO	energy homeostasis associated		12975309|19041763
HGNC:25246	84080	ENSG00000124074	16q22.1	ENKD1	enkurin domain containing 1		11230166
HGNC:28388	219670	ENSG00000151023	10p12.1	ENKUR	"enkurin, TRPC channel interacting protein"		17217053|15385169
HGNC:3350	2023	ENSG00000074800	01p36.23	ENO1	enolase 1		9653645|9691177
HGNC:3353	2026	ENSG00000111674	12p13.31	ENO2	enolase 2		
HGNC:3354	2027	ENSG00000108515	17p13.2	ENO3	enolase 3		
HGNC:31670	387712	ENSG00000188316	10q25.3	ENO4	enolase family member 4		23446454
HGNC:24599	58478	ENSG00000145293	04q21.22	ENOPH1	enolase-phosphatase 1	HAD Asp-based non-protein phosphatases	15843022
HGNC:30365	55556	ENSG00000132199	18p11.32	ENOSF1	enolase superfamily member 1		14508106
HGNC:25474	55068	ENSG00000120658	13q14.11	ENOX1	ecto-NOX disulfide-thiol exchanger 1	RNA binding motif containing	11360993
HGNC:2259	10495	ENSG00000165675	Xq26.1	ENOX2	ecto-NOX disulfide-thiol exchanger 2	RNA binding motif containing	8150545|11888291
HGNC:3355	2028	ENSG00000138792	04q25	ENPEP	glutamyl aminopeptidase	Aminopeptidases|CD molecules	9268642
HGNC:3356	5167	ENSG00000197594	06q23.2	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1		1315502
HGNC:3357	5168	ENSG00000136960	08q24.12	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2		8586446
HGNC:3358	5169	ENSG00000154269	06q23.2	ENPP3	ectonucleotide pyrophosphatase/phosphodiesterase 3	CD molecules	9344668
HGNC:3359	22875	ENSG00000001561	06p21.1	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative)		11027689
HGNC:13717	59084	ENSG00000112796	06p21.1	ENPP5	ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative)		11027689
HGNC:23409	133121	ENSG00000164303	04q35.1	ENPP6	ectonucleotide pyrophosphatase/phosphodiesterase 6		
HGNC:23764	339221	ENSG00000182156	17q25.3	ENPP7	ectonucleotide pyrophosphatase/phosphodiesterase 7		12885774
HGNC:3360	2029	ENSG00000143420	01q21.3	ENSA	endosulfine alpha		9653196
HGNC:26352	150350	ENSG00000176177	22q13.1	ENTHD1	ENTH domain containing 1		12477932
HGNC:3363	953	ENSG00000138185	10q24.1	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	CD molecules	9226376|24482476
HGNC:3364	954	ENSG00000054179	09q34.3	ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2		9271669
HGNC:3365	956	ENSG00000168032	03p22.1	ENTPD3	ectonucleoside triphosphate diphosphohydrolase 3		9676430
HGNC:14573	9583	ENSG00000197217	08p21.3	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4		10393803|9205841
HGNC:3367	957	ENSG00000187097	14q24.3	ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5		9271669|9676430
HGNC:3368	955	ENSG00000197586	20p11.21	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6 (putative)		9676430
HGNC:19745	57089	ENSG00000198018	10q24.2	ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7		11278936
HGNC:24860	377841	ENSG00000188833	09q34.3	ENTPD8	ectonucleoside triphosphate diphosphohydrolase 8		12975309
HGNC:24449	56943	ENSG00000120533	08q23.1	ENY2	"ENY2, transcription and export complex 2 subunit"	SAGA complex|Transcription and export complex 2	11438676
HGNC:28526	285203	ENSG00000163378	03p14.1	EOGT	EGF domain specific O-linked N-acetylglucosamine transferase	O-linked N-acetylglucosaminyltransferases	22310717
HGNC:3372	8320	ENSG00000163508	03p24.1	EOMES	eomesodermin	T-boxes	9888994|9434949
HGNC:3373	2033	ENSG00000100393	22q13.2	EP300	E1A binding protein p300	Zinc fingers ZZ-type|Lysine acetyltransferases	7523245
HGNC:11958	57634	ENSG00000183495	12q24.33	EP400	E1A binding protein p400	Myb/SANT domain containing|Trinucleotide repeat containing	9225980|11509179
HGNC:3374	2034	ENSG00000116016	02p21	EPAS1	endothelial PAS domain protein 1	Basic helix-loop-helix proteins	9000051|9079689|18378852
HGNC:3377	2035	ENSG00000159023	01p35.3	EPB41	erythrocyte membrane protein band 4.1	Erythrocyte membrane protein band 4.1|FERM domain containing	9828140
HGNC:3378	2036	ENSG00000088367	20q11.23	EPB41L1	erythrocyte membrane protein band 4.1 like 1	Erythrocyte membrane protein band 4.1|FERM domain containing	9570967|9828140
HGNC:3379	2037	ENSG00000079819	06q23.1-q23.2	EPB41L2	erythrocyte membrane protein band 4.1 like 2	Erythrocyte membrane protein band 4.1|FERM domain containing	9598318|9828140
HGNC:3380	23136	ENSG00000082397	18p11.31	EPB41L3	erythrocyte membrane protein band 4.1 like 3	Erythrocyte membrane protein band 4.1|FERM domain containing	9828140|9892180
HGNC:13278	64097	ENSG00000129595	05q22.1-q22.2	EPB41L4A	erythrocyte membrane protein band 4.1 like 4A	FERM domain containing	10874211
HGNC:19818	54566	ENSG00000095203	09q31.3	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B	FERM domain containing	10783258
HGNC:19819	57669	ENSG00000115109	02q14.2	EPB41L5	erythrocyte membrane protein band 4.1 like 5	FERM domain containing	
HGNC:3381	2038	ENSG00000166947	15q15.2	EPB42	erythrocyte membrane protein band 4.2	Transglutaminases	1284644
HGNC:19876	80314	ENSG00000120616	10p11.22	EPC1	enhancer of polycomb homolog 1		10976108
HGNC:24543	26122	ENSG00000135999	02q23.1	EPC2	enhancer of polycomb homolog 2		
HGNC:11529	4072	ENSG00000119888	02p21	EPCAM	epithelial cell adhesion molecule	CD molecules	8382772|11306819
HGNC:17572	54749	ENSG00000086289	07p14.1	EPDR1	ependymin related 1		11749721|11248421
HGNC:29331	57724	ENSG00000152223	18q12.3-q21.1	EPG5	ectopic P-granules autophagy protein 5 homolog		20550938|23222957
HGNC:17470	255324	ENSG00000182585	04q13.3	EPGN	epithelial mitogen		
HGNC:3385	2041	ENSG00000146904	07q34-q35	EPHA1	EPH receptor A1	Fibronectin type III domain containing|Sterile alpha motif domain containing|EPH receptors	9267020
